DrugBankID_InteractorA	DrugBankID_InteractorB	Adverse
DB01233	DB00215	Y
DB01233	DB01239	Y
DB01233	DB00477	Y
DB01233	DB01114	Y
DB01233	DB01038	Y
DB01233	DB00490	Y
DB01233	DB01200	Y
DB01233	DB00767	Y
DB01233	DB06216	Y
DB01233	DB01238	Y
DB01233	DB00543	Y
DB01233	DB00321	Y
DB01233	DB06288	Y
DB01233	DB01063	Y
DB01233	DB01614	Y
DB00933	DB06684	Y
DB00933	DB00285	Y
DB00933	DB00726	Y
DB00933	DB00193	Y
DB00933	DB01367	Y
DB00933	DB00344	Y
DB00933	DB01069	Y
DB00933	DB00191	Y
DB00933	DB01579	Y
DB00933	DB00454	Y
DB00933	DB00715	Y
DB00933	DB00540	Y
DB00933	DB01149	Y
DB00933	DB04896	Y
DB00933	DB01577	Y
DB00933	DB00333	Y
DB00933	DB00934	Y
DB00933	DB01356	Y
DB00933	DB08918	Y
DB00933	DB00458	Y
DB00933	DB00176	Y
DB00933	DB00472	Y
DB00933	DB00813	Y
DB00933	DB01175	Y
DB00933	DB00476	Y
DB00933	DB00514	Y
DB00933	DB01576	Y
DB00933	DB06700	Y
DB00933	DB01151	Y
DB00933	DB01242	Y
DB00933	DB00215	Y
DB00933	DB00490	Y
DB00933	DB00865	Y
DB00933	DB00182	Y
DB00933	DB00543	Y
DB00933	DB00321	Y
DB04842	DB06684	Y
DB04842	DB00285	Y
DB04842	DB00726	Y
DB04842	DB00193	Y
DB04842	DB01367	Y
DB04842	DB00344	Y
DB04842	DB01069	Y
DB04842	DB00191	Y
DB04842	DB01579	Y
DB04842	DB00454	Y
DB04842	DB00715	Y
DB04842	DB00540	Y
DB04842	DB01149	Y
DB04842	DB04896	Y
DB04842	DB01577	Y
DB04842	DB00333	Y
DB04842	DB00934	Y
DB04842	DB01356	Y
DB04842	DB08918	Y
DB04842	DB00458	Y
DB04842	DB00176	Y
DB04842	DB00472	Y
DB04842	DB00813	Y
DB04842	DB01175	Y
DB04842	DB00476	Y
DB04842	DB00514	Y
DB04842	DB01576	Y
DB04842	DB06700	Y
DB04842	DB01151	Y
DB04842	DB01242	Y
DB04842	DB00215	Y
DB04842	DB00490	Y
DB04842	DB00865	Y
DB04842	DB00182	Y
DB04842	DB00543	Y
DB04842	DB00321	Y
DB00623	DB06684	Y
DB00623	DB00285	Y
DB00623	DB00726	Y
DB00623	DB00193	Y
DB00623	DB01367	Y
DB00623	DB00344	Y
DB00623	DB01069	Y
DB00623	DB00191	Y
DB00623	DB01579	Y
DB00623	DB00454	Y
DB00623	DB00715	Y
DB00623	DB00540	Y
DB00623	DB01149	Y
DB00623	DB04896	Y
DB00623	DB01577	Y
DB00623	DB00333	Y
DB00623	DB00934	Y
DB00623	DB01356	Y
DB00623	DB08918	Y
DB00623	DB00458	Y
DB00623	DB00176	Y
DB00623	DB00472	Y
DB00623	DB00813	Y
DB00623	DB01175	Y
DB00623	DB00476	Y
DB00623	DB00514	Y
DB00623	DB01576	Y
DB00623	DB06700	Y
DB00623	DB01151	Y
DB00623	DB01242	Y
DB00623	DB00215	Y
DB00623	DB00490	Y
DB00623	DB00865	Y
DB00623	DB00182	Y
DB00623	DB00543	Y
DB00623	DB00321	Y
DB00875	DB06684	Y
DB00875	DB00285	Y
DB00875	DB00726	Y
DB00875	DB00193	Y
DB00875	DB01041	Y
DB00875	DB06204	Y
DB00875	DB01367	Y
DB00875	DB00344	Y
DB00875	DB01069	Y
DB00875	DB01278	Y
DB00875	DB00191	Y
DB00875	DB01579	Y
DB00875	DB00454	Y
DB00875	DB00715	Y
DB00875	DB00540	Y
DB00875	DB01149	Y
DB00875	DB04896	Y
DB00875	DB00834	Y
DB00875	DB01403	Y
DB00875	DB01577	Y
DB00875	DB00333	Y
DB00875	DB00934	Y
DB00875	DB01356	Y
DB00875	DB08918	Y
DB00875	DB00458	Y
DB00875	DB00956	Y
DB00875	DB00176	Y
DB00875	DB00472	Y
DB00875	DB00813	Y
DB00875	DB01175	Y
DB00875	DB00476	Y
DB00875	DB00470	Y
DB00875	DB00514	Y
DB00875	DB01576	Y
DB00875	DB06700	Y
DB00875	DB01151	Y
DB00875	DB01242	Y
DB00875	DB00215	Y
DB00875	DB00490	Y
DB00875	DB00921	Y
DB00875	DB00865	Y
DB00875	DB00182	Y
DB00875	DB00543	Y
DB00875	DB00321	Y
DB00875	DB06288	Y
DB00530	DB00682	Y
DB00530	DB00794	Y
DB00530	DB00252	Y
DB00530	DB01174	Y
DB00530	DB01149	Y
DB00530	DB00834	Y
DB00530	DB00176	Y
DB00530	DB01254	Y
DB00530	DB00559	Y
DB00530	DB08873	Y
DB00450	DB01198	Y
DB00450	DB06684	Y
DB00450	DB00285	Y
DB00450	DB00726	Y
DB00450	DB00831	Y
DB00450	DB00193	Y
DB00450	DB00697	Y
DB00450	DB01623	Y
DB00450	DB01041	Y
DB00450	DB06204	Y
DB00450	DB00708	Y
DB00450	DB00418	Y
DB00450	DB00734	Y
DB00450	DB00899	Y
DB00450	DB01367	Y
DB00450	DB00980	Y
DB00450	DB00344	Y
DB00450	DB01069	Y
DB00450	DB00420	Y
DB00450	DB00794	Y
DB00450	DB01278	Y
DB00450	DB01621	Y
DB00450	DB00252	Y
DB00450	DB00191	Y
DB00450	DB01174	Y
DB00450	DB01579	Y
DB00450	DB00454	Y
DB00450	DB00850	Y
DB00450	DB00312	Y
DB00450	DB00715	Y
DB00450	DB01192	Y
DB00450	DB00497	Y
DB00450	DB00334	Y
DB00450	DB00540	Y
DB00450	DB01149	Y
DB00450	DB00844	Y
DB00450	DB00295	Y
DB00450	DB00370	Y
DB00450	DB04896	Y
DB00450	DB00834	Y
DB00450	DB01403	Y
DB00450	DB01577	Y
DB00450	DB00333	Y
DB00450	DB00934	Y
DB00450	DB08815	Y
DB00450	DB00408	Y
DB00450	DB01356	Y
DB00450	DB00854	Y
DB00450	DB08918	Y
DB00450	DB00458	Y
DB00450	DB00327	Y
DB00450	DB00956	Y
DB00450	DB00502	Y
DB00450	DB01018	Y
DB00450	DB00176	Y
DB00450	DB00472	Y
DB00450	DB00813	Y
DB00450	DB01175	Y
DB00450	DB00476	Y
DB00450	DB00470	Y
DB00450	DB00514	Y
DB00450	DB01576	Y
DB00450	DB06700	Y
DB00450	DB01151	Y
DB00450	DB00434	Y
DB00450	DB00318	Y
DB00450	DB00363	Y
DB00450	DB00575	Y
DB00450	DB01242	Y
DB00450	DB00215	Y
DB00450	DB00477	Y
DB00450	DB01114	Y
DB00450	DB00611	Y
DB00450	DB00241	Y
DB00450	DB00237	Y
DB00450	DB00490	Y
DB00450	DB00921	Y
DB00450	DB01558	Y
DB00450	DB00865	Y
DB00450	DB01238	Y
DB00450	DB00182	Y
DB00450	DB00543	Y
DB00450	DB01351	Y
DB00450	DB00321	Y
DB00450	DB06288	Y
DB00450	DB00404	Y
DB00434	DB06684	Y
DB00434	DB01041	Y
DB00434	DB06204	Y
DB00434	DB00268	Y
DB00434	DB01367	Y
DB00434	DB01278	Y
DB00434	DB00715	Y
DB00434	DB00370	Y
DB00434	DB01403	Y
DB00434	DB00956	Y
DB00434	DB00176	Y
DB00434	DB00472	Y
DB00434	DB01175	Y
DB00434	DB00470	Y
DB00434	DB00215	Y
DB00434	DB00921	Y
DB00434	DB00182	Y
DB01239	DB06684	Y
DB01239	DB00285	Y
DB01239	DB00726	Y
DB01239	DB00193	Y
DB01239	DB01367	Y
DB01239	DB00344	Y
DB01239	DB01069	Y
DB01239	DB00191	Y
DB01239	DB01579	Y
DB01239	DB00454	Y
DB01239	DB00715	Y
DB01239	DB00540	Y
DB01239	DB01149	Y
DB01239	DB04896	Y
DB01239	DB01577	Y
DB01239	DB00333	Y
DB01239	DB00934	Y
DB01239	DB01356	Y
DB01239	DB08918	Y
DB01239	DB00458	Y
DB01239	DB00176	Y
DB01239	DB00472	Y
DB01239	DB00813	Y
DB01239	DB01175	Y
DB01239	DB00476	Y
DB01239	DB00514	Y
DB01239	DB01576	Y
DB01239	DB06700	Y
DB01239	DB01151	Y
DB01239	DB01242	Y
DB01239	DB00215	Y
DB01239	DB00490	Y
DB01239	DB00865	Y
DB01239	DB00182	Y
DB01239	DB00543	Y
DB01239	DB00321	Y
DB01038	DB06684	Y
DB01038	DB00285	Y
DB01038	DB00726	Y
DB01038	DB00193	Y
DB01038	DB01367	Y
DB01038	DB00344	Y
DB01038	DB01069	Y
DB01038	DB00191	Y
DB01038	DB01579	Y
DB01038	DB00454	Y
DB01038	DB00715	Y
DB01038	DB00540	Y
DB01038	DB01149	Y
DB01038	DB04896	Y
DB01038	DB01577	Y
DB01038	DB00333	Y
DB01038	DB00934	Y
DB01038	DB01356	Y
DB01038	DB08918	Y
DB01038	DB00458	Y
DB01038	DB00176	Y
DB01038	DB00472	Y
DB01038	DB00813	Y
DB01038	DB01175	Y
DB01038	DB00476	Y
DB01038	DB00514	Y
DB01038	DB01576	Y
DB01038	DB06700	Y
DB01038	DB01151	Y
DB01038	DB01242	Y
DB01038	DB00215	Y
DB01038	DB00490	Y
DB01038	DB00865	Y
DB01038	DB00182	Y
DB01038	DB00543	Y
DB01038	DB00321	Y
DB00490	DB01624	Y
DB00490	DB00246	Y
DB00490	DB06684	Y
DB00490	DB00831	Y
DB00490	DB01623	Y
DB00490	DB00679	Y
DB00490	DB01041	Y
DB00490	DB06204	Y
DB00490	DB00268	Y
DB00490	DB00734	Y
DB00490	DB01367	Y
DB00490	DB01224	Y
DB00490	DB00420	Y
DB00490	DB01100	Y
DB00490	DB00850	Y
DB00490	DB00715	Y
DB00490	DB01267	Y
DB00490	DB00334	Y
DB00490	DB01149	Y
DB00490	DB00834	Y
DB00490	DB01403	Y
DB00490	DB00408	Y
DB00490	DB00956	Y
DB00490	DB00502	Y
DB00490	DB00176	Y
DB00490	DB00472	Y
DB00490	DB01175	Y
DB00490	DB00470	Y
DB00490	DB00343	Y
DB00490	DB01254	Y
DB00490	DB00363	Y
DB00490	DB00215	Y
DB00490	DB00477	Y
DB00490	DB00921	Y
DB00490	DB00559	Y
DB00490	DB00767	Y
DB00490	DB01238	Y
DB00490	DB06288	Y
DB00490	DB01063	Y
DB00490	DB01614	Y
DB01156	DB00726	Y
DB01156	DB00193	Y
DB01156	DB00208	Y
DB01156	DB00679	Y
DB01156	DB00675	Y
DB01156	DB00398	Y
DB01156	DB00268	Y
DB01156	DB01367	Y
DB01156	DB01182	Y
DB01156	DB00960	Y
DB01156	DB01100	Y
DB01156	DB00715	Y
DB01156	DB00540	Y
DB01156	DB04861	Y
DB01156	DB00834	Y
DB01156	DB00264	Y
DB01156	DB00458	Y
DB01156	DB04946	Y
DB01156	DB00956	Y
DB01156	DB00176	Y
DB01156	DB00472	Y
DB01156	DB01151	Y
DB01156	DB00318	Y
DB01156	DB00758	Y
DB01156	DB01242	Y
DB01156	DB00215	Y
DB01156	DB01200	Y
DB01156	DB00289	Y
DB01156	DB01238	Y
DB01156	DB00321	Y
DB01156	DB00594	Y
DB00767	DB06684	Y
DB00767	DB00285	Y
DB00767	DB00726	Y
DB00767	DB00193	Y
DB00767	DB01367	Y
DB00767	DB00344	Y
DB00767	DB01069	Y
DB00767	DB00191	Y
DB00767	DB01579	Y
DB00767	DB00454	Y
DB00767	DB00715	Y
DB00767	DB00540	Y
DB00767	DB01149	Y
DB00767	DB04896	Y
DB00767	DB01577	Y
DB00767	DB00333	Y
DB00767	DB00934	Y
DB00767	DB01356	Y
DB00767	DB08918	Y
DB00767	DB00458	Y
DB00767	DB00176	Y
DB00767	DB00472	Y
DB00767	DB00813	Y
DB00767	DB01175	Y
DB00767	DB00476	Y
DB00767	DB00514	Y
DB00767	DB01576	Y
DB00767	DB06700	Y
DB00767	DB01151	Y
DB00767	DB01242	Y
DB00767	DB00215	Y
DB00767	DB00865	Y
DB00767	DB00182	Y
DB00767	DB00543	Y
DB00767	DB00321	Y
DB06288	DB01624	Y
DB06288	DB00246	Y
DB06288	DB06684	Y
DB06288	DB00285	Y
DB06288	DB00726	Y
DB06288	DB00831	Y
DB06288	DB00193	Y
DB06288	DB01623	Y
DB06288	DB00679	Y
DB06288	DB00268	Y
DB06288	DB00734	Y
DB06288	DB01367	Y
DB06288	DB01224	Y
DB06288	DB00344	Y
DB06288	DB01069	Y
DB06288	DB00420	Y
DB06288	DB01100	Y
DB06288	DB00191	Y
DB06288	DB01579	Y
DB06288	DB00454	Y
DB06288	DB00850	Y
DB06288	DB00715	Y
DB06288	DB01267	Y
DB06288	DB00334	Y
DB06288	DB00540	Y
DB06288	DB01149	Y
DB06288	DB04896	Y
DB06288	DB01403	Y
DB06288	DB01577	Y
DB06288	DB00333	Y
DB06288	DB00934	Y
DB06288	DB08815	Y
DB06288	DB00408	Y
DB06288	DB01356	Y
DB06288	DB08918	Y
DB06288	DB00458	Y
DB06288	DB04946	Y
DB06288	DB00502	Y
DB06288	DB00176	Y
DB06288	DB00472	Y
DB06288	DB00813	Y
DB06288	DB01175	Y
DB06288	DB00476	Y
DB06288	DB00514	Y
DB06288	DB01576	Y
DB06288	DB06700	Y
DB06288	DB01151	Y
DB06288	DB00363	Y
DB06288	DB01242	Y
DB06288	DB00215	Y
DB06288	DB00477	Y
DB06288	DB01200	Y
DB06288	DB00865	Y
DB06288	DB06216	Y
DB06288	DB01238	Y
DB06288	DB00182	Y
DB06288	DB00543	Y
DB06288	DB00321	Y
DB00404	DB00277	Y
DB00404	DB01041	Y
DB00404	DB06204	Y
DB00404	DB00268	Y
DB00404	DB00252	Y
DB00404	DB00334	Y
DB00404	DB00370	Y
DB00404	DB00834	Y
DB00404	DB01403	Y
DB00404	DB00333	Y
DB00404	DB00956	Y
DB00404	DB00176	Y
DB00404	DB00470	Y
DB00404	DB01254	Y
DB00404	DB00363	Y
DB00404	DB00921	Y
DB00404	DB00559	Y
DB00404	DB08873	Y
DB00404	DB01223	Y
DB06594	DB01087	Y
DB06594	DB06713	Y
DB06594	DB00379	Y
DB06594	DB01241	Y
DB06594	DB00176	Y
DB06594	DB00823	Y
DB06594	DB00977	Y
DB06594	DB00304	Y
DB01063	DB06684	Y
DB01063	DB00285	Y
DB01063	DB00726	Y
DB01063	DB00193	Y
DB01063	DB01367	Y
DB01063	DB00344	Y
DB01063	DB01069	Y
DB01063	DB00191	Y
DB01063	DB01579	Y
DB01063	DB00454	Y
DB01063	DB00715	Y
DB01063	DB00540	Y
DB01063	DB01149	Y
DB01063	DB04896	Y
DB01063	DB01577	Y
DB01063	DB00333	Y
DB01063	DB00934	Y
DB01063	DB01356	Y
DB01063	DB08918	Y
DB01063	DB00458	Y
DB01063	DB00176	Y
DB01063	DB00472	Y
DB01063	DB00813	Y
DB01063	DB01175	Y
DB01063	DB00476	Y
DB01063	DB00514	Y
DB01063	DB01576	Y
DB01063	DB06700	Y
DB01063	DB01151	Y
DB01063	DB01242	Y
DB01063	DB00215	Y
DB01063	DB00865	Y
DB01063	DB00182	Y
DB01063	DB00543	Y
DB01063	DB00321	Y
DB01614	DB06684	Y
DB01614	DB00285	Y
DB01614	DB00726	Y
DB01614	DB00193	Y
DB01614	DB01367	Y
DB01614	DB00344	Y
DB01614	DB01069	Y
DB01614	DB00191	Y
DB01614	DB01579	Y
DB01614	DB00454	Y
DB01614	DB00715	Y
DB01614	DB00540	Y
DB01614	DB01149	Y
DB01614	DB04896	Y
DB01614	DB01577	Y
DB01614	DB00333	Y
DB01614	DB00934	Y
DB01614	DB01356	Y
DB01614	DB08918	Y
DB01614	DB00458	Y
DB01614	DB00176	Y
DB01614	DB00472	Y
DB01614	DB00813	Y
DB01614	DB01175	Y
DB01614	DB00476	Y
DB01614	DB00514	Y
DB01614	DB01576	Y
DB01614	DB06700	Y
DB01614	DB01151	Y
DB01614	DB01242	Y
DB01614	DB00215	Y
DB01614	DB00865	Y
DB01614	DB00182	Y
DB01614	DB00543	Y
DB01614	DB00321	Y
DB00627	DB00175	Y
DB01241	DB00374	Y
DB01241	DB00412	Y
DB01241	DB00912	Y
DB01241	DB00175	Y
DB01241	DB01132	Y
DB01241	DB06218	Y
DB01241	DB00762	Y
DB01241	DB00619	Y
DB01241	DB00973	Y
DB01241	DB00470	Y
DB01241	DB01394	Y
DB01241	DB00758	Y
DB01241	DB00215	Y
DB01241	DB01166	Y
DB01241	DB01136	Y
DB01241	DB00559	Y
DB08873	DB01624	Y
DB08873	DB01198	Y
DB08873	DB00682	Y
DB08873	DB06684	Y
DB08873	DB01036	Y
DB08873	DB00398	Y
DB08873	DB00877	Y
DB08873	DB06335	Y
DB08873	DB00938	Y
DB08873	DB08877	Y
DB08873	DB00912	Y
DB08873	DB00243	Y
DB08873	DB01224	Y
DB08873	DB01182	Y
DB08873	DB00794	Y
DB08873	DB00175	Y
DB08873	DB01100	Y
DB08873	DB00337	Y
DB08873	DB00252	Y
DB08873	DB01174	Y
DB08873	DB06589	Y
DB08873	DB00497	Y
DB08873	DB00957	Y
DB08873	DB00717	Y
DB08873	DB06713	Y
DB08873	DB00401	Y
DB08873	DB04868	Y
DB08873	DB00834	Y
DB08873	DB00333	Y
DB08873	DB00603	Y
DB08873	DB08815	Y
DB08873	DB00367	Y
DB08873	DB08918	Y
DB08873	DB06218	Y
DB08873	DB00762	Y
DB08873	DB00619	Y
DB08873	DB04946	Y
DB08873	DB00956	Y
DB08873	DB01018	Y
DB08873	DB01195	Y
DB08873	DB00813	Y
DB08873	DB00294	Y
DB08873	DB00823	Y
DB08873	DB00977	Y
DB08873	DB01175	Y
DB08873	DB01395	Y
DB08873	DB00470	Y
DB08873	DB00590	Y
DB08873	DB01184	Y
DB08873	DB00204	Y
DB08873	DB00304	Y
DB08873	DB01151	Y
DB08873	DB01254	Y
DB08873	DB01394	Y
DB08873	DB01166	Y
DB08873	DB06772	Y
DB08873	DB00921	Y
DB08873	DB06616	Y
DB08873	DB00559	Y
DB08873	DB00188	Y
DB08873	DB01238	Y
DB08873	DB00969	Y
DB01393	DB01367	Y
DB01393	DB00175	Y
DB01393	DB00973	Y
DB01393	DB01394	Y
DB00175	DB01100	Y
DB00175	DB00252	Y
DB00175	DB06589	Y
DB00175	DB00715	Y
DB00175	DB00956	Y
DB00175	DB00204	Y
DB00175	DB01394	Y
DB00175	DB01238	Y
DB00170	DB00755	Y
DB00241	DB01041	Y
DB00241	DB06204	Y
DB00241	DB00398	Y
DB00241	DB00418	Y
DB00241	DB00268	Y
DB00241	DB00165	Y
DB00241	DB01182	Y
DB00241	DB00794	Y
DB00241	DB01100	Y
DB00241	DB00312	Y
DB00241	DB00401	Y
DB00241	DB00393	Y
DB00241	DB00370	Y
DB00241	DB01403	Y
DB00241	DB00270	Y
DB00241	DB00619	Y
DB00241	DB00956	Y
DB00241	DB01355	Y
DB00241	DB01354	Y
DB00241	DB01023	Y
DB00241	DB00773	Y
DB00241	DB00470	Y
DB00241	DB00204	Y
DB00241	DB01254	Y
DB00241	DB01353	Y
DB00241	DB00237	Y
DB00241	DB00921	Y
DB00241	DB01238	Y
DB00241	DB00381	Y
DB01351	DB01041	Y
DB01351	DB06204	Y
DB01351	DB00268	Y
DB01351	DB00165	Y
DB01351	DB01182	Y
DB01351	DB00794	Y
DB01351	DB00401	Y
DB01351	DB00393	Y
DB01351	DB00370	Y
DB01351	DB01403	Y
DB01351	DB00270	Y
DB01351	DB00956	Y
DB01351	DB01023	Y
DB01351	DB00773	Y
DB01351	DB00470	Y
DB01351	DB00921	Y
DB01351	DB00381	Y
DB00165	DB00418	Y
DB00165	DB00794	Y
DB00165	DB00252	Y
DB00165	DB01174	Y
DB00165	DB00312	Y
DB00165	DB01355	Y
DB00165	DB01354	Y
DB00165	DB01353	Y
DB00165	DB00237	Y
DB01083	DB00682	Y
DB01083	DB00163	Y
DB01083	DB00162	Y
DB01083	DB00697	Y
DB01083	DB01182	Y
DB01083	DB00794	Y
DB01083	DB00252	Y
DB01083	DB01174	Y
DB01083	DB06218	Y
DB00459	DB00162	Y
DB00459	DB00707	Y
DB00459	DB00957	Y
DB00459	DB00717	Y
DB00459	DB06713	Y
DB00459	DB00563	Y
DB00459	DB00603	Y
DB00459	DB00367	Y
DB00459	DB00294	Y
DB00459	DB00823	Y
DB00459	DB01395	Y
DB00459	DB00304	Y
DB00162	DB00755	Y
DB00795	DB00563	Y
DB00795	DB01109	Y
DB00795	DB00158	Y
DB00293	DB00158	Y
DB00293	DB00363	Y
DB00252	DB01624	Y
DB00252	DB00541	Y
DB00252	DB06684	Y
DB00252	DB00374	Y
DB00252	DB01030	Y
DB00252	DB00208	Y
DB00252	DB00277	Y
DB00252	DB01041	Y
DB00252	DB06204	Y
DB00252	DB01268	Y
DB00252	DB00398	Y
DB00252	DB00877	Y
DB00252	DB06335	Y
DB00252	DB00268	Y
DB00252	DB01656	Y
DB00252	DB00243	Y
DB00252	DB00468	Y
DB00252	DB01224	Y
DB00252	DB00794	Y
DB00252	DB00191	Y
DB00252	DB01174	Y
DB00252	DB01579	Y
DB00252	DB00454	Y
DB00252	DB06589	Y
DB00252	DB01267	Y
DB00252	DB00957	Y
DB00252	DB00717	Y
DB00252	DB06713	Y
DB00252	DB00401	Y
DB00252	DB00393	Y
DB00252	DB04868	Y
DB00252	DB01115	Y
DB00252	DB00834	Y
DB00252	DB00379	Y
DB00252	DB01403	Y
DB00252	DB00563	Y
DB00252	DB01577	Y
DB00252	DB00333	Y
DB00252	DB00603	Y
DB00252	DB08815	Y
DB00252	DB01356	Y
DB00252	DB08882	Y
DB00252	DB00367	Y
DB00252	DB06218	Y
DB00252	DB00270	Y
DB00252	DB00762	Y
DB00252	DB00619	Y
DB00252	DB00956	Y
DB00252	DB01018	Y
DB00252	DB00317	Y
DB00252	DB00695	Y
DB00252	DB00158	Y
DB00252	DB00176	Y
DB00252	DB00472	Y
DB00252	DB00813	Y
DB00252	DB01023	Y
DB00252	DB00773	Y
DB00252	DB00294	Y
DB00252	DB00823	Y
DB00252	DB00977	Y
DB00252	DB00903	Y
DB00252	DB01395	Y
DB00252	DB00470	Y
DB00252	DB00280	Y
DB00252	DB00343	Y
DB00252	DB01119	Y
DB00252	DB01576	Y
DB00252	DB00304	Y
DB00252	DB01254	Y
DB00252	DB00363	Y
DB00252	DB08907	Y
DB00252	DB00921	Y
DB00252	DB00887	Y
DB00252	DB01558	Y
DB00252	DB06616	Y
DB00252	DB00188	Y
DB00252	DB00290	Y
DB00252	DB01238	Y
DB00252	DB00182	Y
DB00252	DB00381	Y
DB00252	DB01223	Y
DB01174	DB01624	Y
DB01174	DB06684	Y
DB01174	DB00374	Y
DB01174	DB01041	Y
DB01174	DB06204	Y
DB01174	DB01268	Y
DB01174	DB00398	Y
DB01174	DB06335	Y
DB01174	DB01656	Y
DB01174	DB00243	Y
DB01174	DB00468	Y
DB01174	DB01224	Y
DB01174	DB01182	Y
DB01174	DB00794	Y
DB01174	DB00191	Y
DB01174	DB01579	Y
DB01174	DB06589	Y
DB01174	DB01267	Y
DB01174	DB00401	Y
DB01174	DB00393	Y
DB01174	DB04868	Y
DB01174	DB01115	Y
DB01174	DB00834	Y
DB01174	DB01403	Y
DB01174	DB01577	Y
DB01174	DB00333	Y
DB01174	DB08815	Y
DB01174	DB08882	Y
DB01174	DB06218	Y
DB01174	DB00270	Y
DB01174	DB00762	Y
DB01174	DB00619	Y
DB01174	DB00956	Y
DB01174	DB01018	Y
DB01174	DB00317	Y
DB01174	DB00158	Y
DB01174	DB00813	Y
DB01174	DB01023	Y
DB01174	DB00773	Y
DB01174	DB00470	Y
DB01174	DB00280	Y
DB01174	DB01576	Y
DB01174	DB01254	Y
DB01174	DB00363	Y
DB01174	DB08907	Y
DB01174	DB00921	Y
DB01174	DB06616	Y
DB01174	DB00188	Y
DB01174	DB01238	Y
DB01174	DB00182	Y
DB01174	DB00381	Y
DB00158	DB00794	Y
DB00140	DB00707	Y
DB00191	DB01624	Y
DB00191	DB00246	Y
DB00191	DB00126	Y
DB00191	DB00831	Y
DB00191	DB01623	Y
DB00191	DB00679	Y
DB00191	DB00277	Y
DB00191	DB00938	Y
DB00191	DB00734	Y
DB00191	DB01224	Y
DB00191	DB00420	Y
DB00191	DB01100	Y
DB00191	DB01579	Y
DB00191	DB00850	Y
DB00191	DB01267	Y
DB00191	DB00334	Y
DB00191	DB01403	Y
DB00191	DB01577	Y
DB00191	DB00408	Y
DB00191	DB01356	Y
DB00191	DB00598	Y
DB00191	DB00502	Y
DB00191	DB00470	Y
DB00191	DB01576	Y
DB00191	DB00363	Y
DB00191	DB00477	Y
DB00191	DB00201	Y
DB00191	DB00865	Y
DB00191	DB00289	Y
DB00191	DB01238	Y
DB00191	DB00182	Y
DB00191	DB01223	Y
DB00191	DB01193	Y
DB01579	DB01624	Y
DB01579	DB00246	Y
DB01579	DB00126	Y
DB01579	DB00831	Y
DB01579	DB01623	Y
DB01579	DB00679	Y
DB01579	DB00938	Y
DB01579	DB00734	Y
DB01579	DB01224	Y
DB01579	DB00420	Y
DB01579	DB01100	Y
DB01579	DB00850	Y
DB01579	DB01267	Y
DB01579	DB00334	Y
DB01579	DB01403	Y
DB01579	DB01577	Y
DB01579	DB00408	Y
DB01579	DB01356	Y
DB01579	DB00598	Y
DB01579	DB00502	Y
DB01579	DB00363	Y
DB01579	DB00477	Y
DB01579	DB00865	Y
DB01579	DB00289	Y
DB01579	DB01238	Y
DB01579	DB00182	Y
DB01579	DB01193	Y
DB01576	DB01624	Y
DB01576	DB00246	Y
DB01576	DB00126	Y
DB01576	DB00831	Y
DB01576	DB01623	Y
DB01576	DB00679	Y
DB01576	DB00938	Y
DB01576	DB00734	Y
DB01576	DB01224	Y
DB01576	DB00420	Y
DB01576	DB01100	Y
DB01576	DB00850	Y
DB01576	DB01267	Y
DB01576	DB00334	Y
DB01576	DB01403	Y
DB01576	DB01577	Y
DB01576	DB00408	Y
DB01576	DB01356	Y
DB01576	DB00598	Y
DB01576	DB00502	Y
DB01576	DB00363	Y
DB01576	DB00477	Y
DB01576	DB00865	Y
DB01576	DB00289	Y
DB01576	DB01238	Y
DB01576	DB00182	Y
DB01576	DB01193	Y
DB00188	DB00126	Y
DB00188	DB00794	Y
DB00188	DB01100	Y
DB00188	DB01149	Y
DB00188	DB00834	Y
DB00188	DB00956	Y
DB00188	DB00363	Y
DB00188	DB00758	Y
DB00188	DB00215	Y
DB00188	DB01166	Y
DB00188	DB00559	Y
DB00188	DB01238	Y
DB00865	DB01624	Y
DB00865	DB00246	Y
DB00865	DB00126	Y
DB00865	DB00831	Y
DB00865	DB01623	Y
DB00865	DB00679	Y
DB00865	DB00277	Y
DB00865	DB00938	Y
DB00865	DB00734	Y
DB00865	DB01224	Y
DB00865	DB00420	Y
DB00865	DB01100	Y
DB00865	DB00850	Y
DB00865	DB01267	Y
DB00865	DB00334	Y
DB00865	DB00834	Y
DB00865	DB01403	Y
DB00865	DB01577	Y
DB00865	DB00408	Y
DB00865	DB01356	Y
DB00865	DB00598	Y
DB00865	DB00502	Y
DB00865	DB00470	Y
DB00865	DB01254	Y
DB00865	DB00363	Y
DB00865	DB00477	Y
DB00865	DB00201	Y
DB00865	DB00559	Y
DB00865	DB00289	Y
DB00865	DB01238	Y
DB00865	DB00182	Y
DB00865	DB01223	Y
DB00865	DB01193	Y
DB00182	DB01624	Y
DB00182	DB00246	Y
DB00182	DB00126	Y
DB00182	DB00726	Y
DB00182	DB00831	Y
DB00182	DB00193	Y
DB00182	DB01623	Y
DB00182	DB00679	Y
DB00182	DB00277	Y
DB00182	DB06204	Y
DB00182	DB00708	Y
DB00182	DB00938	Y
DB00182	DB00734	Y
DB00182	DB00899	Y
DB00182	DB01367	Y
DB00182	DB01224	Y
DB00182	DB00344	Y
DB00182	DB00420	Y
DB00182	DB01100	Y
DB00182	DB00454	Y
